LogID,TicketID,ActionType,ActionByID,ActionAt,PreviousValue,NewValue,Notes
4869,960,Created,65,2024-04-30 15:27,,Open,Ticket created via Phone
4870,960,Assigned,65,2024-04-30 15:47,Unassigned,Agent 65,Auto-routed by category specialism match
4871,960,Responded,65,2024-04-30 17:40,Open,In Progress,Initial response sent to client
4872,960,Status Changed,65,2024-05-01 15:40,In Progress,Pending Client,Pending document verification
4873,960,Resolved,65,2024-05-01 09:53,In Progress,Resolved,Resolution confirmed. Notes added.
4874,960,Closed,65,2024-05-03 23:53,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4875,961,Created,33,2024-05-06 18:41,,Open,Ticket created via Portal
4876,961,Assigned,33,2024-05-06 18:52,Unassigned,Agent 33,Auto-routed by category specialism match
4877,961,Responded,33,2024-05-06 20:58,Open,In Progress,Initial response sent to client
4878,961,Status Changed,33,2024-05-07 07:58,In Progress,Pending Client,Pending document verification
4879,961,Resolved,33,2024-05-08 01:47,In Progress,Resolved,Resolution confirmed. Notes added.
4880,961,Closed,33,2024-05-08 14:47,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4881,962,Created,76,2023-03-04 03:32,,Open,Ticket created via Portal
4882,962,Assigned,76,2023-03-04 03:41,Unassigned,Agent 76,Auto-routed by category specialism match
4883,962,Responded,76,2023-03-04 08:44,Open,In Progress,Initial response sent to client
4884,962,Resolved,76,2023-03-06 04:28,In Progress,Resolved,Resolution confirmed. Notes added.
4885,962,Closed,76,2023-03-09 00:28,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4886,963,Created,96,2023-01-27 13:51,,Open,Ticket created via Phone
4887,963,Assigned,96,2023-01-27 14:03,Unassigned,Agent 96,Auto-routed by category specialism match
4888,963,Responded,96,2023-01-27 16:01,Open,In Progress,Initial response sent to client
4889,963,Status Changed,96,2023-01-27 22:01,In Progress,In Progress,Awaiting client confirmation
4890,963,Resolved,96,2023-01-28 07:43,In Progress,Resolved,Resolution confirmed. Notes added.
4891,964,Created,106,2025-03-04 17:53,,Open,Ticket created via Email
4892,964,Assigned,106,2025-03-04 18:08,Unassigned,Agent 106,Auto-routed by category specialism match
4893,964,Responded,106,2025-03-04 19:05,Open,In Progress,Initial response sent to client
4894,964,Status Changed,106,2025-03-05 14:05,In Progress,Pending Client,Awaiting client confirmation
4895,964,Resolved,106,2025-03-06 08:36,In Progress,Resolved,Resolution confirmed. Notes added.
4896,965,Created,102,2024-03-03 09:03,,Open,Ticket created via Phone
4897,965,Assigned,102,2024-03-03 09:11,Unassigned,Agent 102,Auto-routed by category specialism match
4898,965,Responded,102,2024-03-03 12:54,Open,In Progress,Initial response sent to client
4899,965,Resolved,102,2024-03-10 12:50,In Progress,Resolved,Resolution confirmed. Notes added.
4900,965,Closed,102,2024-03-11 07:50,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4901,966,Created,30,2024-11-18 08:37,,Open,Ticket created via Portal
4902,966,Assigned,30,2024-11-18 08:47,Unassigned,Agent 30,Auto-routed by category specialism match
4903,966,Responded,30,2024-11-19 02:05,Open,In Progress,Initial response sent to client
4904,966,Status Changed,30,2024-11-20 02:05,In Progress,In Progress,Pending document verification
4905,966,Resolved,30,2024-11-21 22:40,In Progress,Resolved,Resolution confirmed. Notes added.
4906,966,Closed,30,2024-11-22 05:40,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4907,967,Created,9,2024-02-14 12:32,,Open,Ticket created via Email
4908,967,Assigned,9,2024-02-14 12:39,Unassigned,Agent 9,Auto-routed by category specialism match
4909,967,Responded,9,2024-02-14 13:59,Open,In Progress,Initial response sent to client
4910,967,Resolved,9,2024-02-15 04:52,In Progress,Resolved,Resolution confirmed. Notes added.
4911,967,Closed,9,2024-02-17 19:52,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4912,968,Created,99,2023-04-27 07:04,,Open,Ticket created via Email
4913,968,Assigned,99,2023-04-27 07:20,Unassigned,Agent 99,Auto-routed by category specialism match
4914,968,Responded,99,2023-04-27 21:33,Open,In Progress,Initial response sent to client
4915,968,Resolved,99,2023-04-28 07:05,In Progress,Resolved,Resolution confirmed. Notes added.
4916,968,Closed,99,2023-04-30 03:05,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4917,969,Created,111,2024-10-19 20:13,,Open,Ticket created via Portal
4918,969,Assigned,111,2024-10-19 20:21,Unassigned,Agent 111,Auto-routed by category specialism match
4919,969,Responded,111,2024-10-19 22:56,Open,In Progress,Initial response sent to client
4920,969,Status Changed,111,2024-10-20 22:56,In Progress,Pending Client,Pending document verification
4921,969,Resolved,111,2024-10-20 23:55,In Progress,Resolved,Resolution confirmed. Notes added.
4922,969,Closed,111,2024-10-23 16:55,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4923,970,Created,77,2024-09-03 14:50,,Open,Ticket created via Portal
4924,970,Assigned,77,2024-09-03 15:06,Unassigned,Agent 77,Auto-routed by category specialism match
4925,970,Responded,77,2024-09-03 16:07,Open,In Progress,Initial response sent to client
4926,970,Status Changed,77,2024-09-03 18:07,In Progress,Pending Client,Additional information requested
4927,970,Resolved,77,2024-09-03 22:40,In Progress,Resolved,Resolution confirmed. Notes added.
4928,971,Created,116,2024-11-03 18:12,,Open,Ticket created via Phone
4929,971,Assigned,116,2024-11-03 18:14,Unassigned,Agent 116,Auto-routed by category specialism match
4930,971,Responded,116,2024-11-04 00:21,Open,In Progress,Initial response sent to client
4931,971,Status Changed,116,2024-11-04 14:21,In Progress,In Progress,Additional information requested
4932,971,Resolved,116,2024-11-04 14:12,In Progress,Resolved,Resolution confirmed. Notes added.
4933,971,Closed,116,2024-11-06 14:12,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4934,972,Created,16,2023-09-09 07:27,,Open,Ticket created via Email
4935,972,Assigned,16,2023-09-09 07:31,Unassigned,Agent 16,Auto-routed by category specialism match
4936,972,Responded,16,2023-09-09 07:46,Open,In Progress,Initial response sent to client
4937,972,Status Changed,16,2023-09-09 18:46,In Progress,Pending Client,Query sent to insurer
4938,972,Resolved,16,2023-09-09 09:15,In Progress,Resolved,Resolution confirmed. Notes added.
4939,972,Closed,16,2023-09-11 10:15,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4940,973,Created,78,2023-07-15 02:18,,Open,Ticket created via Phone
4941,973,Assigned,78,2023-07-15 02:31,Unassigned,Agent 78,Auto-routed by category specialism match
4942,973,Responded,78,2023-07-15 13:18,Open,In Progress,Initial response sent to client
4943,973,Status Changed,78,2023-07-15 20:18,In Progress,In Progress,Additional information requested
4944,973,Resolved,78,2023-07-15 15:40,In Progress,Resolved,Resolution confirmed. Notes added.
4945,973,Closed,78,2023-07-17 07:40,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4946,974,Created,54,2024-10-05 05:55,,Open,Ticket created via Form
4947,974,Assigned,54,2024-10-05 06:10,Unassigned,Agent 54,Auto-routed by category specialism match
4948,975,Created,54,2024-11-11 07:18,,Open,Ticket created via Phone
4949,975,Assigned,54,2024-11-11 07:20,Unassigned,Agent 54,Auto-routed by category specialism match
4950,975,Responded,54,2024-11-11 07:59,Open,In Progress,Initial response sent to client
4951,975,Resolved,54,2024-11-11 09:42,In Progress,Resolved,Resolution confirmed. Notes added.
4952,975,Closed,54,2024-11-11 23:42,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4953,976,Created,35,2024-12-12 16:32,,Open,Ticket created via Portal
4954,976,Assigned,35,2024-12-12 16:37,Unassigned,Agent 35,Auto-routed by category specialism match
4955,976,Responded,35,2024-12-12 20:24,Open,In Progress,Initial response sent to client
4956,976,Status Changed,35,2024-12-13 08:24,In Progress,Pending Client,Additional information requested
4957,976,Resolved,35,2024-12-17 11:29,In Progress,Resolved,Resolution confirmed. Notes added.
4958,976,Closed,35,2024-12-19 17:29,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4959,977,Created,91,2023-09-03 16:49,,Open,Ticket created via Email
4960,977,Assigned,91,2023-09-03 16:54,Unassigned,Agent 91,Auto-routed by category specialism match
4961,977,Responded,91,2023-09-03 23:27,Open,In Progress,Initial response sent to client
4962,977,Resolved,91,2023-09-08 03:36,In Progress,Resolved,Resolution confirmed. Notes added.
4963,977,Closed,91,2023-09-10 13:36,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4964,978,Created,78,2023-10-08 20:03,,Open,Ticket created via Form
4965,978,Assigned,78,2023-10-08 20:15,Unassigned,Agent 78,Auto-routed by category specialism match
4966,978,Responded,78,2023-10-08 21:13,Open,In Progress,Initial response sent to client
4967,978,Resolved,78,2023-10-09 01:25,In Progress,Resolved,Resolution confirmed. Notes added.
4968,979,Created,58,2025-03-14 13:20,,Open,Ticket created via Phone
4969,979,Assigned,58,2025-03-14 13:27,Unassigned,Agent 58,Auto-routed by category specialism match
4970,979,Responded,58,2025-03-14 16:38,Open,In Progress,Initial response sent to client
4971,980,Created,7,2025-02-19 05:43,,Open,Ticket created via Email
4972,980,Assigned,7,2025-02-19 05:53,Unassigned,Agent 7,Auto-routed by category specialism match
4973,980,Responded,7,2025-02-19 12:45,Open,In Progress,Initial response sent to client
4974,980,Resolved,7,2025-02-20 12:40,In Progress,Resolved,Resolution confirmed. Notes added.
4975,980,Closed,7,2025-02-21 00:40,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4976,981,Created,4,2023-06-01 12:16,,Open,Ticket created via Phone
4977,981,Assigned,4,2023-06-01 12:22,Unassigned,Agent 4,Auto-routed by category specialism match
4978,981,Responded,4,2023-06-01 13:22,Open,In Progress,Initial response sent to client
4979,981,Status Changed,4,2023-06-01 22:22,In Progress,In Progress,Query sent to insurer
4980,981,Resolved,4,2023-06-01 21:37,In Progress,Resolved,Resolution confirmed. Notes added.
4981,982,Created,5,2024-09-20 07:19,,Open,Ticket created via Email
4982,982,Assigned,5,2024-09-20 07:38,Unassigned,Agent 5,Auto-routed by category specialism match
4983,982,Responded,5,2024-09-20 08:31,Open,In Progress,Initial response sent to client
4984,982,Status Changed,5,2024-09-20 23:31,In Progress,In Progress,Additional information requested
4985,982,Resolved,5,2024-09-22 18:30,In Progress,Resolved,Resolution confirmed. Notes added.
4986,983,Created,31,2023-04-28 10:39,,Open,Ticket created via Email
4987,983,Assigned,31,2023-04-28 10:47,Unassigned,Agent 31,Auto-routed by category specialism match
4988,983,Responded,31,2023-04-28 11:01,Open,In Progress,Initial response sent to client
4989,983,Resolved,31,2023-04-28 17:19,In Progress,Resolved,Resolution confirmed. Notes added.
4990,983,Closed,31,2023-04-30 05:19,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
4991,984,Created,14,2024-08-10 04:41,,Open,Ticket created via Portal
4992,984,Assigned,14,2024-08-10 04:54,Unassigned,Agent 14,Auto-routed by category specialism match
4993,984,Responded,14,2024-08-10 07:21,Open,In Progress,Initial response sent to client
4994,984,Status Changed,14,2024-08-11 04:21,In Progress,Pending Client,Additional information requested
4995,984,Resolved,14,2024-08-10 13:01,In Progress,Resolved,Resolution confirmed. Notes added.
4996,985,Created,31,2023-09-04 06:44,,Open,Ticket created via Portal
4997,985,Assigned,31,2023-09-04 06:47,Unassigned,Agent 31,Auto-routed by category specialism match
4998,985,Responded,31,2023-09-04 13:42,Open,In Progress,Initial response sent to client
4999,985,Status Changed,31,2023-09-05 11:42,In Progress,In Progress,Pending document verification
5000,985,Resolved,31,2023-09-04 15:51,In Progress,Resolved,Resolution confirmed. Notes added.
5001,986,Created,30,2024-07-08 07:21,,Open,Ticket created via Phone
5002,986,Assigned,30,2024-07-08 07:24,Unassigned,Agent 30,Auto-routed by category specialism match
5003,986,Responded,30,2024-07-08 10:03,Open,In Progress,Initial response sent to client
5004,986,Status Changed,30,2024-07-08 18:03,In Progress,In Progress,Query sent to insurer
5005,986,Resolved,30,2024-07-09 16:59,In Progress,Resolved,Resolution confirmed. Notes added.
5006,986,Closed,30,2024-07-09 18:59,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5007,987,Created,112,2024-07-30 13:08,,Open,Ticket created via Email
5008,987,Assigned,112,2024-07-30 13:23,Unassigned,Agent 112,Auto-routed by category specialism match
5009,987,Responded,112,2024-07-30 22:14,Open,In Progress,Initial response sent to client
5010,987,Resolved,112,2024-08-01 03:28,In Progress,Resolved,Resolution confirmed. Notes added.
5011,987,Closed,112,2024-08-01 17:28,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5012,988,Created,113,2024-03-24 13:41,,Open,Ticket created via Phone
5013,988,Assigned,113,2024-03-24 13:55,Unassigned,Agent 113,Auto-routed by category specialism match
5014,988,Responded,113,2024-03-24 16:43,Open,In Progress,Initial response sent to client
5015,988,Resolved,113,2024-03-25 13:41,In Progress,Resolved,Resolution confirmed. Notes added.
5016,988,Closed,113,2024-03-28 08:41,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5017,989,Created,40,2023-06-10 17:43,,Open,Ticket created via Phone
5018,989,Assigned,40,2023-06-10 17:54,Unassigned,Agent 40,Auto-routed by category specialism match
5019,989,Responded,40,2023-06-10 23:13,Open,In Progress,Initial response sent to client
5020,989,Status Changed,40,2023-06-11 21:13,In Progress,In Progress,Query sent to insurer
5021,989,Resolved,40,2023-06-18 00:36,In Progress,Resolved,Resolution confirmed. Notes added.
5022,990,Created,34,2023-08-17 20:50,,Open,Ticket created via Phone
5023,990,Assigned,34,2023-08-17 21:00,Unassigned,Agent 34,Auto-routed by category specialism match
5024,990,Responded,34,2023-08-17 23:30,Open,In Progress,Initial response sent to client
5025,990,Status Changed,34,2023-08-18 07:30,In Progress,Pending Client,Additional information requested
5026,990,Resolved,34,2023-08-19 17:03,In Progress,Resolved,Resolution confirmed. Notes added.
5027,990,Closed,34,2023-08-22 16:03,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5028,991,Created,79,2023-11-20 18:58,,Open,Ticket created via Email
5029,991,Assigned,79,2023-11-20 19:13,Unassigned,Agent 79,Auto-routed by category specialism match
5030,991,Responded,79,2023-11-21 01:05,Open,In Progress,Initial response sent to client
5031,991,Resolved,79,2023-11-23 11:21,In Progress,Resolved,Resolution confirmed. Notes added.
5032,992,Created,119,2024-09-10 23:09,,Open,Ticket created via Email
5033,992,Assigned,119,2024-09-10 23:24,Unassigned,Agent 119,Auto-routed by category specialism match
5034,992,Responded,119,2024-09-11 05:56,Open,In Progress,Initial response sent to client
5035,992,Resolved,119,2024-09-13 18:48,In Progress,Resolved,Resolution confirmed. Notes added.
5036,992,Closed,119,2024-09-15 19:48,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5037,993,Created,24,2023-01-18 23:05,,Open,Ticket created via Phone
5038,993,Assigned,24,2023-01-18 23:09,Unassigned,Agent 24,Auto-routed by category specialism match
5039,993,Responded,24,2023-01-19 15:51,Open,In Progress,Initial response sent to client
5040,993,Resolved,24,2023-01-25 00:12,In Progress,Resolved,Resolution confirmed. Notes added.
5041,993,Closed,24,2023-01-25 17:12,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
5042,994,Created,12,2023-02-21 09:09,,Open,Ticket created via Form
5043,994,Assigned,12,2023-02-21 09:15,Unassigned,Agent 12,Auto-routed by category specialism match
5044,994,Responded,12,2023-02-21 15:16,Open,In Progress,Initial response sent to client
5045,994,Resolved,12,2023-02-23 00:58,In Progress,Resolved,Resolution confirmed. Notes added.
5046,995,Created,94,2023-11-15 23:22,,Open,Ticket created via Email
5047,995,Assigned,94,2023-11-15 23:40,Unassigned,Agent 94,Auto-routed by category specialism match
5048,995,Responded,94,2023-11-16 05:44,Open,In Progress,Initial response sent to client
5049,995,Resolved,94,2023-11-18 04:19,In Progress,Resolved,Resolution confirmed. Notes added.
